date,os,visits
2/17/2022,(not set),13
2/17/2022,Android,13
2/17/2022,iOS,12
2/17/2022,(not set),12
2/17/2022,SymbianOS,12
2/17/2022,(not set),12
2/17/2022,iOS,12
2/17/2022,(not set),12
2/17/2022,BlackBerry,11
2/17/2022,(not set),11
2/17/2022,(not set),11
2/17/2022,(not set),11
2/17/2022,BeOS,11
2/17/2022,iOS,11
2/17/2022,BlackBerry,11
2/17/2022,(not set),11
2/17/2022,(not set),11
2/17/2022,Sony,11
2/17/2022,iOS,11
2/18/2022,iOS,21502342
2/18/2022,Windows,14024022
2/18/2022,Android,12076165
2/18/2022,Windows,4476174
2/18/2022,Macintosh,3418368
2/18/2022,Macintosh,2597694
2/18/2022,iOS,1950862
2/18/2022,Android,1311868
2/18/2022,Windows,1261436
2/18/2022,Chrome OS,1022783
2/18/2022,iOS,819292
2/18/2022,Android,664892
2/18/2022,Windows,575551
2/18/2022,Linux,530211
2/18/2022,Macintosh,230145
2/18/2022,Android,112714
2/18/2022,iOS,111422
2/18/2022,Android,109902
2/18/2022,Windows,108299
2/18/2022,Linux,102142
2/18/2022,(not set),60664
2/18/2022,Android,45792
2/18/2022,(not set),36761
2/18/2022,iOS,36670
2/18/2022,Linux,30516
2/18/2022,Macintosh,25530
2/18/2022,Android,15818
2/18/2022,Macintosh,15054
2/18/2022,Android,13681
2/18/2022,Windows,11328
2/18/2022,(not set),10298
2/18/2022,Linux,9831
2/18/2022,Macintosh,8158
2/18/2022,(not set),7561
2/18/2022,Windows,4894
2/18/2022,(not set),4856
2/18/2022,Linux,4370
2/18/2022,Android,3279
2/18/2022,Android,2960
2/18/2022,Tizen,2240
2/18/2022,(not set),2227
2/18/2022,Linux,2224
2/18/2022,Windows,2041
2/18/2022,Linux,2021
2/18/2022,(not set),2014
2/18/2022,Windows,1977
2/18/2022,Android,1911
2/18/2022,OS/2,1793
2/18/2022,(not set),1461
2/18/2022,Windows,1435
2/18/2022,iOS,1145
2/18/2022,Windows Phone,1133
2/18/2022,(not set),1034
2/18/2022,iOS,1015
2/18/2022,(not set),864
2/18/2022,Playstation 4,846
2/18/2022,BlackBerry,838
2/18/2022,iOS,731
2/18/2022,(not set),694
2/18/2022,Android,685
2/18/2022,Windows,625
2/18/2022,(not set),560
2/18/2022,(not set),552
2/18/2022,Android,527
2/18/2022,Windows Phone,527
2/18/2022,(not set),520
2/18/2022,iOS,473
2/18/2022,(not set),473
2/18/2022,(not set),433
2/18/2022,(not set),424
2/18/2022,Macintosh,391
2/18/2022,Firefox OS,377
2/18/2022,iOS,347
2/18/2022,iOS,334
2/18/2022,iOS,310
2/18/2022,Linux,305
2/18/2022,(not set),293
2/18/2022,(not set),292
2/18/2022,Linux,287
2/18/2022,iOS,275
2/18/2022,(not set),267
2/18/2022,Android,266
2/18/2022,(not set),251
2/18/2022,Android,251
2/18/2022,Android,249
2/18/2022,UNIX,247
2/18/2022,(not set),238
2/18/2022,(not set),229
2/18/2022,(not set),228
2/18/2022,(not set),224
2/18/2022,iOS,200
2/18/2022,(not set),198
2/18/2022,FreeBSD,193
2/18/2022,Macintosh,193
2/18/2022,(not set),188
2/18/2022,Xbox,184
2/18/2022,iOS,172
2/18/2022,Linux,170
2/18/2022,BlackBerry,168
2/18/2022,(not set),159
2/18/2022,(not set),157
2/18/2022,(not set),144
2/18/2022,Windows,142
2/18/2022,Windows,140
2/18/2022,Samsung,138
2/18/2022,Linux,112
2/18/2022,Macintosh,102
2/18/2022,(not set),102
2/18/2022,(not set),99
2/18/2022,Playstation 3,95
2/18/2022,Macintosh,89
2/18/2022,SymbianOS,89
2/18/2022,Sony,78
2/18/2022,iOS,75
2/18/2022,Windows,73
2/18/2022,iOS,71
2/18/2022,NetBSD,69
2/18/2022,OpenBSD,69
2/18/2022,(not set),68
2/18/2022,(not set),67
2/18/2022,Windows,63
2/18/2022,iOS,60
2/18/2022,Linux,58
2/18/2022,iOS,56
2/18/2022,Android,55
2/18/2022,(not set),53
2/18/2022,OpenBSD,52
2/18/2022,(not set),52
2/18/2022,NetBSD,50
2/18/2022,(not set),50
2/18/2022,Android,49
2/18/2022,Android,47
2/18/2022,Linux,46
2/18/2022,(not set),46
2/18/2022,(not set),41
2/18/2022,(not set),41
2/18/2022,(not set),40
2/18/2022,Windows,39
2/18/2022,SymbianOS,38
2/18/2022,iOS,37
2/18/2022,(not set),37
2/18/2022,iOS,34
2/18/2022,(not set),34
2/18/2022,(not set),34
2/18/2022,OS/2,34
2/18/2022,FreeBSD,32
2/18/2022,Android,31
2/18/2022,Linux,30
2/18/2022,(not set),29
2/18/2022,iOS,28
2/18/2022,Android,28
2/18/2022,Nintendo 3DS,28
2/18/2022,iOS,27
2/18/2022,Android,27
2/18/2022,iOS,27
2/18/2022,iOS,27
2/18/2022,Tizen,26
2/18/2022,SunOS,26
2/18/2022,SymbianOS,26
2/18/2022,Playstation Vita,25
2/18/2022,(not set),24
2/18/2022,Linux,24
2/18/2022,Windows,24
2/18/2022,Macintosh,24
2/18/2022,SymbianOS,24
2/18/2022,(not set),24
2/18/2022,Android,23
2/18/2022,(not set),23
2/18/2022,Nokia,21
2/18/2022,(not set),21
2/18/2022,(not set),21
2/18/2022,Android,21
2/18/2022,iOS,21
2/18/2022,(not set),20
2/18/2022,Android,20
2/18/2022,Macintosh,20
2/18/2022,iOS,19
2/18/2022,Linux,19
2/18/2022,(not set),19
2/18/2022,(not set),19
2/18/2022,(not set),18
2/18/2022,(not set),18
2/18/2022,(not set),18
2/18/2022,iOS,18
2/18/2022,Macintosh,17
2/18/2022,(not set),17
2/18/2022,Android,16
2/18/2022,Linux,16
2/18/2022,(not set),16
2/18/2022,Macintosh,15
2/18/2022,(not set),15
2/18/2022,(not set),15
2/18/2022,iOS,14
2/18/2022,(not set),14
2/18/2022,iOS,14
2/18/2022,Samsung,14
2/18/2022,Nintendo WiiU,14
2/18/2022,(not set),13
2/18/2022,BlackBerry,13
2/18/2022,(not set),13
2/18/2022,Windows,13
2/18/2022,Android,12
2/18/2022,Nintendo 3DS,12
2/18/2022,(not set),12
2/18/2022,Android,12
2/18/2022,(not set),12
2/18/2022,(not set),11
2/18/2022,(not set),11
2/18/2022,BeOS,11
2/18/2022,SymbianOS,11
2/18/2022,SymbianOS,11
2/18/2022,Tizen,11
2/18/2022,(not set),11
2/18/2022,(not set),11
2/19/2022,iOS,17129260
2/19/2022,Android,10018896
2/19/2022,Windows,7020331
2/19/2022,Macintosh,2671351
2/19/2022,Windows,2229171
2/19/2022,Macintosh,1663420
2/19/2022,iOS,1589541
2/19/2022,Android,1081949
2/19/2022,Windows,759350
2/19/2022,Android,586528
2/19/2022,iOS,570429
2/19/2022,Linux,458052
2/19/2022,Chrome OS,404123
2/19/2022,Macintosh,155567
2/19/2022,Windows,150739
2/19/2022,iOS,117066
2/19/2022,Android,102316
2/19/2022,Android,97191
2/19/2022,Windows,85294
2/19/2022,Linux,74066
2/19/2022,(not set),48968
2/19/2022,Android,42461
2/19/2022,iOS,31343
2/19/2022,Linux,26921
2/19/2022,Macintosh,20412
2/19/2022,Android,15232
2/19/2022,Android,11892
2/19/2022,(not set),10176
2/19/2022,Macintosh,9753
2/19/2022,Linux,8674
2/19/2022,Windows,8551
2/19/2022,(not set),7542
2/19/2022,Macintosh,5984
2/19/2022,(not set),4615
2/19/2022,(not set),4562
2/19/2022,Windows,3866
2/19/2022,Linux,3719
2/19/2022,Android,3084
2/19/2022,Android,2542
2/19/2022,Windows,2334
2/19/2022,Tizen,2191
2/19/2022,(not set),2014
2/19/2022,(not set),2010
2/19/2022,Linux,1980
2/19/2022,Linux,1920
2/19/2022,(not set),1635
2/19/2022,OS/2,1630
2/19/2022,Android,1596
2/19/2022,Windows,1434
2/19/2022,iOS,991
2/19/2022,iOS,937
2/19/2022,(not set),920
2/19/2022,(not set),864
2/19/2022,BlackBerry,798
2/19/2022,Windows,744
2/19/2022,Playstation 4,715
2/19/2022,(not set),697
2/19/2022,iOS,673
2/19/2022,iOS,632
2/19/2022,Android,607
2/19/2022,(not set),606
2/19/2022,Windows Phone,576
2/19/2022,Windows,561
2/19/2022,(not set),553
2/19/2022,Android,469
2/19/2022,(not set),434
2/19/2022,iOS,429
2/19/2022,Windows Phone,422
2/19/2022,(not set),328
2/19/2022,(not set),327
2/19/2022,Linux,325
2/19/2022,Macintosh,317
2/19/2022,(not set),307
2/19/2022,(not set),295
2/19/2022,Firefox OS,290
2/19/2022,(not set),252
2/19/2022,Android,251
2/19/2022,iOS,249
2/19/2022,iOS,249
2/19/2022,iOS,240
2/19/2022,Android,238
2/19/2022,(not set),235
2/19/2022,FreeBSD,231
2/19/2022,UNIX,230
2/19/2022,(not set),205
2/19/2022,Android,201
2/19/2022,(not set),198
2/19/2022,(not set),190
2/19/2022,(not set),179
2/19/2022,Xbox,172
2/19/2022,Linux,169
2/19/2022,BlackBerry,168
2/19/2022,(not set),163
2/19/2022,Windows,162
2/19/2022,(not set),150
2/19/2022,iOS,148
2/19/2022,Samsung,141
2/19/2022,(not set),133
2/19/2022,iOS,123
2/19/2022,(not set),119
2/19/2022,(not set),117
2/19/2022,iOS,114
2/19/2022,Macintosh,109
2/19/2022,Windows,95
2/19/2022,Macintosh,94
2/19/2022,(not set),89
2/19/2022,SymbianOS,88
2/19/2022,Playstation 3,84
2/19/2022,OpenBSD,78
2/19/2022,iOS,76
2/19/2022,Windows,72
2/19/2022,Sony,71
2/19/2022,Windows,71
2/19/2022,OpenBSD,70
2/19/2022,iOS,69
2/19/2022,Macintosh,67
2/19/2022,(not set),66
2/19/2022,Linux,66
2/19/2022,Macintosh,64
2/19/2022,Windows,63
2/19/2022,Linux,62
2/19/2022,iOS,60
2/19/2022,NetBSD,59
2/19/2022,(not set),58
2/19/2022,Linux,58
2/19/2022,NetBSD,57
2/19/2022,(not set),49
2/19/2022,(not set),49
2/19/2022,Android,48
2/19/2022,(not set),45
2/19/2022,Macintosh,43
2/19/2022,Android,42
2/19/2022,Android,42
2/19/2022,(not set),39
2/19/2022,Android,39
2/19/2022,iOS,35
2/19/2022,Android,35
2/19/2022,FreeBSD,34
2/19/2022,(not set),34
2/19/2022,Android,34
2/19/2022,(not set),34
2/19/2022,(not set),34
2/19/2022,iOS,32
2/19/2022,SymbianOS,32
2/19/2022,SunOS,32
2/19/2022,(not set),32
2/19/2022,Linux,32
2/19/2022,(not set),31
2/19/2022,Linux,29
2/19/2022,Android,29
2/19/2022,Tizen,27
2/19/2022,(not set),27
2/19/2022,OS/2,27
2/19/2022,(not set),26
2/19/2022,Windows,26
2/19/2022,Android,26
2/19/2022,iOS,25
2/19/2022,(not set),24
2/19/2022,SymbianOS,24
2/19/2022,iOS,23
2/19/2022,iOS,23
2/19/2022,(not set),22
2/19/2022,(not set),21
2/19/2022,Linux,21
2/19/2022,Macintosh,21
2/19/2022,iOS,21
2/19/2022,(not set),20
2/19/2022,(not set),20
2/19/2022,(not set),20
2/19/2022,iOS,20
2/19/2022,Nintendo 3DS,19
2/19/2022,(not set),19
2/19/2022,(not set),19
2/19/2022,PalmOS,18
2/19/2022,iOS,18
2/19/2022,NetBSD,18
2/19/2022,(not set),18
2/19/2022,Linux,17
2/19/2022,(not set),17
2/19/2022,Windows,17
2/19/2022,(not set),17
2/19/2022,SymbianOS,17
2/19/2022,Playstation Vita,17
2/19/2022,Nintendo 3DS,16
2/19/2022,Linux,15
2/19/2022,Android,15
2/19/2022,Macintosh,15
2/19/2022,Android,14
2/19/2022,Windows,14
2/19/2022,LG,14
2/19/2022,(not set),14
2/19/2022,(not set),14
2/19/2022,Android,13
2/19/2022,Samsung,13
2/19/2022,(not set),13
2/19/2022,(not set),12
2/19/2022,(not set),12
2/19/2022,iOS,12
2/19/2022,(not set),11
2/19/2022,OpenBSD,11
2/19/2022,(not set),11
2/19/2022,NetBSD,11
2/19/2022,IRIX,11
2/19/2022,(not set),11
2/19/2022,Nintendo WiiU,11
2/19/2022,(not set),11
2/19/2022,BlackBerry,11
2/19/2022,Sony,11
2/19/2022,(not set),11
2/19/2022,Windows,11
2/19/2022,(not set),11
2/20/2022,iOS,14363509
2/20/2022,Android,8909233
2/20/2022,Windows,7339530
2/20/2022,Macintosh,2762727
2/20/2022,Windows,2262775
2/20/2022,Macintosh,1935965
2/20/2022,iOS,1394715
2/20/2022,Android,900168
2/20/2022,Windows,745838
2/20/2022,Linux,537873
2/20/2022,Android,489540
2/20/2022,iOS,458899
2/20/2022,Chrome OS,420593
2/20/2022,Macintosh,163575
2/20/2022,Windows,138885
2/20/2022,iOS,121160
2/20/2022,Windows,92574
2/20/2022,Android,92161
2/20/2022,Android,85449
2/20/2022,Linux,62826
2/20/2022,(not set),59051
2/20/2022,Android,46210
2/20/2022,(not set),34016
2/20/2022,Linux,25237
2/20/2022,Macintosh,18929
2/20/2022,iOS,18308
2/20/2022,Android,15456
2/20/2022,Macintosh,10753
2/20/2022,Windows,10458
2/20/2022,(not set),10177
2/20/2022,Linux,8600
2/20/2022,(not set),7520
2/20/2022,Android,6813
2/20/2022,Macintosh,6621
2/20/2022,Windows,5088
2/20/2022,(not set),5033
2/20/2022,Windows,4587
2/20/2022,Linux,3619
2/20/2022,Android,3608
2/20/2022,Android,3088
2/20/2022,Windows,2188
2/20/2022,Tizen,2123
2/20/2022,(not set),2044
2/20/2022,(not set),2015
2/20/2022,Linux,1988
2/20/2022,Linux,1734
2/20/2022,Android,1579
2/20/2022,OS/2,1568
2/20/2022,iOS,1220
2/20/2022,iOS,942
2/20/2022,(not set),926
2/20/2022,(not set),864
2/20/2022,BlackBerry,817
2/20/2022,Windows,762
2/20/2022,Playstation 4,743
2/20/2022,(not set),695
2/20/2022,iOS,641
2/20/2022,iOS,619
2/20/2022,Android,597
2/20/2022,(not set),551
2/20/2022,Windows Phone,520
2/20/2022,Android,486
2/20/2022,(not set),462
2/20/2022,Windows,461
2/20/2022,(not set),437
2/20/2022,iOS,423
2/20/2022,Macintosh,381
2/20/2022,Firefox OS,323
2/20/2022,Linux,323
2/20/2022,Windows Phone,315
2/20/2022,(not set),292
2/20/2022,(not set),279
2/20/2022,Android,257
2/20/2022,(not set),252
2/20/2022,iOS,242
2/20/2022,Android,227
2/20/2022,UNIX,222
2/20/2022,Android,220
2/20/2022,iOS,216
2/20/2022,(not set),215
2/20/2022,(not set),211
2/20/2022,FreeBSD,205
2/20/2022,(not set),201
2/20/2022,(not set),162
2/20/2022,iOS,156
2/20/2022,(not set),153
2/20/2022,Xbox,151
2/20/2022,(not set),150
2/20/2022,BlackBerry,149
2/20/2022,(not set),144
2/20/2022,(not set),138
2/20/2022,(not set),137
2/20/2022,Playstation 3,135
2/20/2022,iOS,135
2/20/2022,Samsung,132
2/20/2022,Windows,131
2/20/2022,(not set),129
2/20/2022,Linux,123
2/20/2022,Macintosh,114
2/20/2022,Macintosh,113
2/20/2022,iOS,104
2/20/2022,Windows,102
2/20/2022,Macintosh,89
2/20/2022,Android,85
2/20/2022,(not set),84
2/20/2022,Linux,81
2/20/2022,iOS,80
2/20/2022,Windows,77
2/20/2022,Linux,76
2/20/2022,Android,76
2/20/2022,(not set),73
2/20/2022,Sony,73
2/20/2022,(not set),69
2/20/2022,OpenBSD,68
2/20/2022,SymbianOS,67
2/20/2022,Linux,65
2/20/2022,(not set),64
2/20/2022,NetBSD,63
2/20/2022,Linux,61
2/20/2022,iOS,61
2/20/2022,iOS,60
2/20/2022,(not set),55
2/20/2022,Android,53
2/20/2022,FreeBSD,48
2/20/2022,(not set),48
2/20/2022,(not set),46
2/20/2022,OpenBSD,46
2/20/2022,(not set),46
2/20/2022,Windows,45
2/20/2022,(not set),45
2/20/2022,(not set),43
2/20/2022,(not set),42
2/20/2022,Tizen,40
2/20/2022,iOS,40
2/20/2022,Windows,39
2/20/2022,Android,39
2/20/2022,(not set),39
2/20/2022,NetBSD,37
2/20/2022,Macintosh,37
2/20/2022,(not set),37
2/20/2022,Android,37
2/20/2022,Android,35
2/20/2022,SymbianOS,34
2/20/2022,Linux,33
2/20/2022,iOS,33
2/20/2022,(not set),32
2/20/2022,iOS,32
2/20/2022,OS/2,32
2/20/2022,iOS,31
2/20/2022,(not set),26
2/20/2022,iOS,25
2/20/2022,Windows,25
2/20/2022,Macintosh,25
2/20/2022,iOS,24
2/20/2022,(not set),24
2/20/2022,(not set),23
2/20/2022,(not set),23
2/20/2022,Linux,22
2/20/2022,Android,22
2/20/2022,(not set),21
2/20/2022,Nintendo 3DS,21
2/20/2022,Macintosh,21
2/20/2022,SymbianOS,20
2/20/2022,iOS,20
2/20/2022,(not set),19
2/20/2022,Linux,19
2/20/2022,Android,19
2/20/2022,Playstation Vita,19
2/20/2022,(not set),18
2/20/2022,SymbianOS,18
2/20/2022,Android,18
2/20/2022,iOS,17
2/20/2022,Android,17
2/20/2022,(not set),17
2/20/2022,(not set),17
2/20/2022,SymbianOS,17
2/20/2022,Tizen,17
2/20/2022,Android,17
2/20/2022,Macintosh,16
2/20/2022,iOS,16
2/20/2022,(not set),16
2/20/2022,Nintendo WiiU,16
2/20/2022,(not set),16
2/20/2022,SunOS,15
2/20/2022,(not set),15
2/20/2022,(not set),14
2/20/2022,(not set),14
2/20/2022,Windows,14
2/20/2022,(not set),14
2/20/2022,(not set),14
2/20/2022,(not set),14
2/20/2022,(not set),14
2/20/2022,OS/2,14
2/20/2022,Tizen,14
2/20/2022,(not set),14
2/20/2022,PalmOS,13
2/20/2022,Linux,13
2/20/2022,(not set),13
2/20/2022,(not set),12
2/20/2022,iOS,12
2/20/2022,BlackBerry,12
2/20/2022,(not set),12
2/20/2022,(not set),12
2/20/2022,(not set),12
2/20/2022,(not set),12
2/20/2022,(not set),12
2/20/2022,Android,11
2/20/2022,BlackBerry,11
2/20/2022,(not set),11
2/20/2022,(not set),11
2/20/2022,(not set),11
2/20/2022,iOS,11
2/20/2022,(not set),11
2/21/2022,iOS,18584952
2/21/2022,Windows,13735138
2/21/2022,Android,11139852
2/21/2022,Windows,4023896
2/21/2022,Macintosh,3601054
2/21/2022,Macintosh,2845656
2/21/2022,iOS,1709138
2/21/2022,Windows,1280810
2/21/2022,Android,1162053
2/21/2022,Chrome OS,701492
2/21/2022,Android,579286
2/21/2022,iOS,540365
2/21/2022,Linux,536360
2/21/2022,Windows,366496
2/21/2022,Macintosh,244201
2/21/2022,iOS,134283
2/21/2022,Windows,120327
2/21/2022,Android,108732
2/21/2022,Android,101048
2/21/2022,Linux,89441
2/21/2022,Android,52194
2/21/2022,(not set),50587
2/21/2022,Linux,28602
2/21/2022,iOS,25891
2/21/2022,Macintosh,21128
2/21/2022,Android,16459
2/21/2022,Macintosh,15418
2/21/2022,Windows,12996
2/21/2022,(not set),10175
2/21/2022,Linux,9542
2/21/2022,Android,9515
2/21/2022,Macintosh,9023
2/21/2022,Windows,7752
2/21/2022,(not set),7513
2/21/2022,Windows,5649
2/21/2022,(not set),5379
2/21/2022,Linux,4071
2/21/2022,Android,3847
2/21/2022,Android,3631
2/21/2022,Windows,2744
2/21/2022,Android,2426
2/21/2022,Tizen,2421
2/21/2022,Linux,2225
2/21/2022,(not set),2015
2/21/2022,(not set),1958
2/21/2022,OS/2,1844
2/21/2022,Linux,1756
2/21/2022,(not set),1740
2/21/2022,iOS,1382
2/21/2022,Windows,1131
2/21/2022,iOS,1074
2/21/2022,(not set),997
2/21/2022,iOS,866
2/21/2022,(not set),864
2/21/2022,Playstation 4,858
2/21/2022,BlackBerry,848
2/21/2022,Android,734
2/21/2022,(not set),701
2/21/2022,Android,650
2/21/2022,Windows,642
2/21/2022,(not set),585
2/21/2022,Windows Phone,560
2/21/2022,(not set),555
2/21/2022,(not set),445
2/21/2022,Macintosh,364
2/21/2022,(not set),356
2/21/2022,(not set),347
2/21/2022,(not set),340
2/21/2022,iOS,332
2/21/2022,Windows Phone,331
2/21/2022,(not set),320
2/21/2022,Firefox OS,319
2/21/2022,Android,311
2/21/2022,Linux,310
2/21/2022,(not set),293
2/21/2022,iOS,289
2/21/2022,Android,270
2/21/2022,UNIX,263
2/21/2022,iOS,255
2/21/2022,(not set),252
2/21/2022,Android,252
2/21/2022,(not set),249
2/21/2022,iOS,225
2/21/2022,Xbox,222
2/21/2022,Playstation 3,212
2/21/2022,FreeBSD,207
2/21/2022,(not set),206
2/21/2022,(not set),205
2/21/2022,(not set),191
2/21/2022,(not set),183
2/21/2022,(not set),180
2/21/2022,BlackBerry,178
2/21/2022,(not set),177
2/21/2022,(not set),169
2/21/2022,Linux,168
2/21/2022,(not set),164
2/21/2022,Windows,147
2/21/2022,iOS,147
2/21/2022,Macintosh,141
2/21/2022,Windows,135
2/21/2022,iOS,132
2/21/2022,(not set),128
2/21/2022,Samsung,126
2/21/2022,iOS,121
2/21/2022,Linux,119
2/21/2022,(not set),113
2/21/2022,Macintosh,109
2/21/2022,iOS,109
2/21/2022,iOS,108
2/21/2022,(not set),107
2/21/2022,Macintosh,90
2/21/2022,iOS,83
2/21/2022,Linux,78
2/21/2022,(not set),77
2/21/2022,(not set),74
2/21/2022,Sony,71
2/21/2022,(not set),71
2/21/2022,SymbianOS,70
2/21/2022,Windows,69
2/21/2022,iOS,66
2/21/2022,Windows,63
2/21/2022,(not set),59
2/21/2022,Linux,59
2/21/2022,Android,59
2/21/2022,(not set),57
2/21/2022,OpenBSD,57
2/21/2022,Android,57
2/21/2022,FreeBSD,51
2/21/2022,OpenBSD,51
2/21/2022,(not set),50
2/21/2022,(not set),49
2/21/2022,(not set),48
2/21/2022,Linux,47
2/21/2022,Android,47
2/21/2022,OS/2,47
2/21/2022,NetBSD,46
2/21/2022,NetBSD,46
2/21/2022,(not set),44
2/21/2022,(not set),42
2/21/2022,Android,41
2/21/2022,(not set),40
2/21/2022,(not set),39
2/21/2022,Nintendo 3DS,39
2/21/2022,iOS,38
2/21/2022,SymbianOS,37
2/21/2022,Android,37
2/21/2022,Windows,35
2/21/2022,(not set),34
2/21/2022,Windows,34
2/21/2022,iOS,33
2/21/2022,Android,33
2/21/2022,iOS,32
2/21/2022,Linux,31
2/21/2022,iOS,31
2/21/2022,(not set),31
2/21/2022,(not set),30
2/21/2022,(not set),29
2/21/2022,Tizen,28
2/21/2022,(not set),27
2/21/2022,Linux,27
2/21/2022,Windows,26
2/21/2022,Macintosh,26
2/21/2022,Nintendo WiiU,26
2/21/2022,Android,26
2/21/2022,iOS,25
2/21/2022,(not set),25
2/21/2022,iOS,25
2/21/2022,Linux,23
2/21/2022,Android,22
2/21/2022,SunOS,21
2/21/2022,Macintosh,21
2/21/2022,(not set),21
2/21/2022,(not set),21
2/21/2022,SymbianOS,21
2/21/2022,SymbianOS,21
2/21/2022,SymbianOS,19
2/21/2022,(not set),19
2/21/2022,Android,18
2/21/2022,(not set),17
2/21/2022,iOS,17
2/21/2022,Tizen,17
2/21/2022,(not set),16
2/21/2022,(not set),16
2/21/2022,(not set),16
2/21/2022,(not set),16
2/21/2022,Nintendo 3DS,16
2/21/2022,iOS,16
2/21/2022,(not set),15
2/21/2022,(not set),15
2/21/2022,Android,15
2/21/2022,(not set),15
2/21/2022,Macintosh,15
2/21/2022,Linux,14
2/21/2022,Nokia,14
2/21/2022,Playstation Vita,14
2/21/2022,OS/2,14
2/21/2022,(not set),14
2/21/2022,iOS,13
2/21/2022,Android,13
2/21/2022,iOS,13
2/21/2022,(not set),13
2/21/2022,(not set),13
2/21/2022,MOT,13
2/21/2022,Linux,13
2/21/2022,Samsung,13
2/21/2022,IRIX,13
2/21/2022,PalmOS,12
2/21/2022,(not set),12
2/21/2022,NetBSD,12
2/21/2022,BlackBerry,12
2/21/2022,Sony,12
2/21/2022,BlackBerry,11
2/21/2022,SymbianOS,11
2/21/2022,PalmOS,11
2/21/2022,(not set),11
2/22/2022,iOS,22494472
2/22/2022,Windows,17494218
2/22/2022,Android,12684916
2/22/2022,Windows,5524248
2/22/2022,Macintosh,4196665
2/22/2022,Macintosh,3358636
2/22/2022,iOS,2038469
2/22/2022,Windows,1521507
2/22/2022,Android,1428030
2/22/2022,Chrome OS,1279589
2/22/2022,Windows,745424
2/22/2022,iOS,662334
2/22/2022,Android,652159
2/22/2022,Linux,554901
2/22/2022,Macintosh,283616
2/22/2022,iOS,137615
2/22/2022,Android,128918
2/22/2022,Windows,127446
2/22/2022,Android,117537
2/22/2022,Linux,116652
2/22/2022,(not set),68409
2/22/2022,Android,53470
2/22/2022,iOS,48592
2/22/2022,Linux,32967
2/22/2022,Macintosh,27254
2/22/2022,Macintosh,18757
2/22/2022,Android,17255
2/22/2022,Android,16834
2/22/2022,Windows,15833
2/22/2022,Windows,12383
2/22/2022,Linux,10378
2/22/2022,(not set),10339
2/22/2022,Macintosh,9828
2/22/2022,(not set),7803
2/22/2022,(not set),7516
2/22/2022,Android,6173
2/22/2022,Windows,5789
2/22/2022,(not set),5406
2/22/2022,Linux,4479
2/22/2022,Android,4008
2/22/2022,iOS,2683
2/22/2022,Tizen,2380
2/22/2022,Linux,2364
2/22/2022,Android,2288
2/22/2022,(not set),2158
2/22/2022,(not set),2016
2/22/2022,OS/2,2003
2/22/2022,(not set),1886
2/22/2022,Linux,1725
2/22/2022,Windows,1342
2/22/2022,iOS,1182
2/22/2022,(not set),983
2/22/2022,BlackBerry,978
2/22/2022,Playstation 4,924
2/22/2022,(not set),864
2/22/2022,Windows,821
2/22/2022,iOS,819
2/22/2022,Windows,808
2/22/2022,Android,736
2/22/2022,(not set),694
2/22/2022,(not set),608
2/22/2022,(not set),557
2/22/2022,iOS,551
2/22/2022,Android,548
2/22/2022,Windows Phone,537
2/22/2022,Windows Phone,487
2/22/2022,Macintosh,470
2/22/2022,(not set),437
2/22/2022,(not set),390
2/22/2022,(not set),377
2/22/2022,iOS,375
2/22/2022,iOS,374
2/22/2022,(not set),371
2/22/2022,Firefox OS,370
2/22/2022,iOS,343
2/22/2022,(not set),312
2/22/2022,Linux,311
2/22/2022,(not set),309
2/22/2022,iOS,291
2/22/2022,iOS,284
2/22/2022,(not set),282
2/22/2022,iOS,277
2/22/2022,Playstation 3,274
2/22/2022,UNIX,267
2/22/2022,(not set),265
2/22/2022,Android,262
2/22/2022,Android,259
2/22/2022,Android,257
2/22/2022,(not set),252
2/22/2022,(not set),249
2/22/2022,BlackBerry,234
2/22/2022,(not set),234
2/22/2022,(not set),222
2/22/2022,Xbox,219
2/22/2022,FreeBSD,214
2/22/2022,(not set),213
2/22/2022,(not set),210
2/22/2022,(not set),195
2/22/2022,(not set),189
2/22/2022,(not set),183
2/22/2022,Linux,174
2/22/2022,(not set),171
2/22/2022,(not set),164
2/22/2022,(not set),159
2/22/2022,iOS,146
2/22/2022,Windows,145
2/22/2022,Linux,141
2/22/2022,Samsung,135
2/22/2022,(not set),132
2/22/2022,Windows,127
2/22/2022,Macintosh,126
2/22/2022,Macintosh,120
2/22/2022,(not set),118
2/22/2022,Linux,114
2/22/2022,iOS,108
2/22/2022,Macintosh,106
2/22/2022,(not set),104
2/22/2022,iOS,98
2/22/2022,Macintosh,94
2/22/2022,Windows,88
2/22/2022,SymbianOS,79
2/22/2022,Windows,71
2/22/2022,(not set),71
2/22/2022,(not set),70
2/22/2022,iOS,69
2/22/2022,Android,68
2/22/2022,Sony,67
2/22/2022,OpenBSD,66
2/22/2022,NetBSD,65
2/22/2022,Linux,65
2/22/2022,Android,64
2/22/2022,FreeBSD,62
2/22/2022,NetBSD,62
2/22/2022,Linux,58
2/22/2022,(not set),57
2/22/2022,(not set),55
2/22/2022,iOS,53
2/22/2022,(not set),49
2/22/2022,(not set),46
2/22/2022,OpenBSD,45
2/22/2022,Android,45
2/22/2022,Windows,45
2/22/2022,(not set),44
2/22/2022,Android,44
2/22/2022,Android,42
2/22/2022,Nintendo 3DS,41
2/22/2022,Android,41
